-0.013300, 0.305599, 2.360049
-0.014098, 0.573489, 2.249473
-0.014149, 0.831380, 2.128333
-0.009511, 0.914051, 2.072840
-0.179487, 0.715991, 2.100278
-0.172298, 0.491738, 2.070993
-0.085444, 0.314977, 2.030629
-0.044255, 0.246824, 1.989749
0.147972, 0.715661, 2.121354
0.146355, 0.513387, 2.093075
0.027651, 0.302372, 1.987333
-0.007876, 0.260762, 1.950566
-0.089667, 0.299076, 2.320446
-0.185443, 0.057144, 2.128350
-0.170099, -0.297164, 2.225647
-0.176062, -0.412235, 2.146897
0.063445, 0.303133, 2.329608
0.163797, 0.073279, 2.123291
0.179886, -0.285386, 2.205819
0.181804, -0.406092, 2.145182
-0.014113, 0.768500, 2.160626
-0.006424, 0.195768, 1.970836
-0.053597, 0.226353, 1.987833
-0.028135, 0.212061, 1.918012
-0.048027, 0.245962, 1.957750
