0.061877, 0.259438, 2.351231
0.068835, 0.532528, 2.212695
0.076478, 0.796100, 2.065013
0.067830, 0.907762, 2.062609
-0.008373, 0.681919, 2.074844
0.211353, 0.728487, 1.993533
0.386508, 0.780098, 2.051176
0.441383, 0.828594, 2.113321
0.201247, 0.719296, 2.029876
0.418203, 0.798192, 2.141481
0.567525, 0.963740, 2.267920
0.617983, 1.020270, 2.313796
-0.019257, 0.250177, 2.303629
-0.136041, 0.093506, 2.044759
-0.188601, -0.303566, 2.070720
-0.215481, -0.409107, 1.993826
0.140670, 0.260552, 2.326462
0.173979, 0.037273, 2.096604
0.165000, -0.392846, 2.090850
0.149681, -0.452610, 1.973833
0.074670, 0.732301, 2.103906
0.510185, 0.867369, 2.164587
0.428451, 0.846478, 2.107600
0.629797, 1.030439, 2.318066
0.612335, 1.010945, 2.292650
