0.278931, 0.526984, 2.200438
0.289476, 0.826902, 2.200655
0.298457, 1.113771, 2.191517
0.327778, 1.215977, 2.160371
0.150999, 0.982181, 2.164196
0.025189, 0.791158, 2.160679
0.020555, 0.575214, 2.026802
0.016249, 0.514306, 1.991787
0.452860, 0.966634, 2.196897
0.515323, 0.788345, 2.277332
0.505219, 0.631030, 2.157048
0.466260, 0.537257, 2.073623
0.205258, 0.521939, 2.168095
0.162332, 0.180091, 1.985007
0.144391, -0.124492, 1.935159
0.153315, -0.160192, 1.792115
0.343573, 0.514989, 2.161633
0.315780, 0.150651, 2.148801
0.263076, -0.190234, 2.180057
0.260995, -0.274270, 2.101392
0.296492, 1.043909, 2.195624
0.029892, 0.459295, 1.969465
-0.010341, 0.531265, 1.973712
0.474009, 0.495408, 2.033096
0.490287, 0.550068, 2.020452
0.276199, 0.527537, 2.205209
0.288362, 0.826759, 2.203084
0.298244, 1.113366, 2.192481
0.326567, 1.221368, 2.166719
0.148553, 0.981543, 2.170771
0.022934, 0.791896, 2.164915
0.019518, 0.573268, 2.034692
0.016496, 0.516390, 2.007865
0.452099, 0.966377, 2.197756
0.514983, 0.787034, 2.282357
0.502904, 0.630564, 2.166543
0.462200, 0.535561, 2.080956
0.202489, 0.522509, 2.172924
0.152334, 0.179805, 1.994720
0.126917, -0.144072, 1.984933
0.115173, -0.242065, 1.875000
0.340993, 0.515558, 2.166404
0.310260, 0.150152, 2.156357
0.262459, -0.191958, 2.182410
0.258557, -0.277651, 2.104802
0.296115, 1.043538, 2.196870
0.030039, 0.463921, 1.984421
-0.020674, 0.482745, 2.004857
0.455462, 0.500988, 2.058890
0.484215, 0.496049, 2.054812
0.264732, 0.528963, 2.221601
0.280753, 0.825573, 2.221902
0.294839, 1.109385, 2.213757
0.321272, 1.211943, 2.183362
0.146817, 0.981434, 2.179441
0.014773, 0.788901, 2.181275
0.016484, 0.571757, 2.045976
0.010195, 0.518346, 2.022969
0.442793, 0.964433, 2.215831
0.512454, 0.786043, 2.296277
0.487689, 0.613751, 2.172053
0.440639, 0.530365, 2.114101
0.191915, 0.524327, 2.187304
0.123318, 0.180729, 2.019174
0.101318, -0.160395, 2.039533
0.091797, -0.255127, 1.938477
0.329054, 0.516660, 2.185099
0.301426, 0.152381, 2.169681
0.261560, -0.191190, 2.185071
0.255794, -0.282344, 2.108604
0.291612, 1.040272, 2.217522
0.027767, 0.467087, 2.000065
-0.023177, 0.480538, 2.022000
0.441316, 0.494741, 2.082099
0.456986, 0.534296, 2.058563
0.255942, 0.527814, 2.236243
0.274308, 0.823497, 2.236044
0.290758, 1.106653, 2.226624
0.313617, 1.204458, 2.204175
0.142508, 0.979954, 2.193223
0.008081, 0.788610, 2.194384
0.009700, 0.569294, 2.061711
0.004760, 0.516132, 2.036636
0.438789, 0.962272, 2.228021
0.508441, 0.785074, 2.308340
0.483501, 0.610038, 2.182986
0.429199, 0.525736, 2.133014
0.183227, 0.523492, 2.202050
0.105529, 0.175225, 2.049395
0.072457, -0.166768, 2.098074
0.064026, -0.264648, 2.007812
0.320562, 0.515395, 2.199546
0.294188, 0.159837, 2.182048
0.259251, -0.191228, 2.192032
0.254557, -0.284889, 2.110927
0.286955, 1.037664, 2.230785
0.020656, 0.466768, 2.011910
-0.021773, 0.465253, 2.039467
0.430593, 0.488253, 2.099040
0.439621, 0.531006, 2.071478
0.244705, 0.521157, 2.249066
0.264891, 0.818004, 2.249965
0.283162, 1.102235, 2.241594
0.309032, 1.195131, 2.221548
0.136356, 0.978464, 2.205666
0.001677, 0.785399, 2.203457
-0.000091, 0.566645, 2.070189
-0.005108, 0.512205, 2.047013
0.434903, 0.955536, 2.246712
0.501993, 0.781320, 2.321191
0.478067, 0.607906, 2.202654
0.425399, 0.519468, 2.144541
0.173263, 0.518369, 2.212775
0.088176, 0.180320, 2.075770
0.046980, -0.183577, 2.150791
0.035889, -0.273193, 2.064453
0.308353, 0.507335, 2.214603
0.291386, 0.162644, 2.188925
0.256410, -0.192961, 2.198577
0.253798, -0.286392, 2.113421
0.278898, 1.032976, 2.245507
0.011379, 0.462379, 2.023604
-0.037548, 0.472224, 2.043889
0.421354, 0.473910, 2.113585
0.435982, 0.524843, 2.086300
0.231644, 0.518347, 2.261990
0.255554, 0.815229, 2.262175
0.277071, 1.099561, 2.253061
0.300164, 1.192388, 2.236891
0.133287, 0.977963, 2.211496
-0.003428, 0.783223, 2.211135
-0.009028, 0.562741, 2.079751
-0.014753, 0.511272, 2.057148
0.429509, 0.953789, 2.258042
0.493362, 0.770622, 2.329538
0.475884, 0.609273, 2.215154
0.424923, 0.515028, 2.148739
0.160394, 0.515820, 2.224918
0.068692, 0.170335, 2.115612
0.026134, -0.193685, 2.197657
0.009872, -0.284424, 2.121094
0.295664, 0.504545, 2.228047
0.286656, 0.164945, 2.198251
0.255662, -0.193988, 2.202933
0.253624, -0.287271, 2.117186
0.272040, 1.030271, 2.257159
-0.000844, 0.463696, 2.034382
-0.047078, 0.482558, 2.048500
0.415053, 0.471592, 2.119533
0.386227, 0.487718, 2.213000
0.231644, 0.518347, 2.261990
0.255554, 0.815229, 2.262175
0.277071, 1.099561, 2.253061
0.300164, 1.192388, 2.236891
0.133287, 0.977963, 2.211496
-0.003428, 0.783223, 2.211135
-0.009028, 0.562741, 2.079751
-0.014753, 0.511272, 2.057148
0.429509, 0.953789, 2.258042
0.493362, 0.770622, 2.329538
0.475884, 0.609273, 2.215154
0.424923, 0.515028, 2.148739
0.160394, 0.515820, 2.224918
0.068692, 0.170335, 2.115612
0.026134, -0.193685, 2.197657
0.009872, -0.284424, 2.121094
0.295664, 0.504545, 2.228047
0.286656, 0.164945, 2.198251
0.255662, -0.193988, 2.202933
0.253624, -0.287271, 2.117186
0.272040, 1.030271, 2.257159
-0.000844, 0.463696, 2.034382
-0.047078, 0.482558, 2.048500
0.415053, 0.471592, 2.119533
0.386227, 0.487718, 2.213000
0.210448, 0.510856, 2.287319
0.235632, 0.809251, 2.289284
0.258892, 1.095281, 2.281884
0.285194, 1.190970, 2.256918
0.113029, 0.979176, 2.241016
-0.021014, 0.783636, 2.231253
-0.025203, 0.562839, 2.099904
-0.035681, 0.510513, 2.082535
0.415612, 0.951559, 2.284460
0.471166, 0.765130, 2.348150
0.454393, 0.590433, 2.215545
0.405688, 0.508271, 2.154931
0.138692, 0.508910, 2.250694
0.034653, 0.154959, 2.176418
-0.022179, -0.211530, 2.295333
-0.041779, -0.298340, 2.220703
0.275606, 0.496894, 2.252844
0.281418, 0.168724, 2.206986
0.256663, -0.197994, 2.206766
0.254086, -0.280814, 2.124617
0.253376, 1.025542, 2.285573
-0.019396, 0.458167, 2.063667
-0.071253, 0.481744, 2.075786
0.412578, 0.467783, 2.118961
0.365209, 0.496603, 2.225378
0.197021, 0.503734, 2.303854
0.223901, 0.805025, 2.302761
0.248861, 1.093416, 2.292465
0.274779, 1.190402, 2.264657
0.101887, 0.977493, 2.254650
-0.033235, 0.783981, 2.242301
-0.036713, 0.561638, 2.113886
-0.043894, 0.505645, 2.098894
0.406574, 0.951184, 2.296718
0.460600, 0.764180, 2.356047
0.450085, 0.603243, 2.230596
0.404011, 0.515919, 2.152411
0.125731, 0.501804, 2.266364
0.016932, 0.151875, 2.210726
-0.039175, -0.215629, 2.332473
-0.067717, -0.304001, 2.250316
0.262221, 0.490075, 2.269899
0.278960, 0.170574, 2.209946
0.256384, -0.198454, 2.208265
0.254559, -0.279881, 2.125294
0.242921, 1.023136, 2.296860
-0.032443, 0.459544, 2.082453
-0.053432, 0.521248, 2.060198
0.400477, 0.476289, 2.114045
0.354984, 0.485894, 2.226334
0.182000, 0.508029, 2.319361
0.211933, 0.805067, 2.316102
0.239427, 1.090294, 2.303847
0.260748, 1.189083, 2.274132
0.085474, 0.975964, 2.270099
-0.049123, 0.782769, 2.258306
-0.048761, 0.565425, 2.121551
-0.054908, 0.511977, 2.106524
0.398942, 0.949372, 2.302941
0.446571, 0.763071, 2.364850
0.441453, 0.610156, 2.242075
0.398572, 0.515580, 2.137383
0.113581, 0.505049, 2.280576
